document_type,record_ipno
ITF,40000168
ITF,72000791
NAR,40000526
ITF,40000497
NAR,76000052
ITF,52000643
NAR,72000178
NAR,72000123
NAR,76000064
NAR,63000247
NAR,72000204
NAR,40000395
NAR,72000078
NAR,52000293
ITF,76000035
ITF,72000343
ITF,72000759
NAR,76000142
ITF,72000156
NAR,76000383
NAR,52000509
NAR,72001218
ITF,63000417
NAR,40000397
NAR,72000008
NAR,40000149
ITF,52000308
NAR,40000078
NAR,40000521
ITF,76000355
ITF,76000243
NAR,40000210
ITF,72000258
ITF,63000295
NAR,76000328
ITF,76000391
NAR,76000099
NAR,52000442
ITF,40000253
ITF,76000024
ITF,40000120
ITF,63000462
NAR,53000076
NAR,72000053
NAR,72000081
NAR,72000711
NAR,63000021
ITF,63000416
NAR,52000607
ITF,53000002
ITF,40000608
NAR,63000006
NAR,76000136
NAR,53000028
ITF,52000299
NAR,63000182
NAR,72000052
ITF,63000180
NAR,52000277
ITF,52000465
ITF,72000416
NAR,72000181
NAR,63000202
NAR,52000414
ITF,40000123
NAR,52000164
ITF,72000339
ITF,40000640
ITF,52000376
ITF,72000349
ITF,63000214
NAR,63000299
ITF,40000231
ITF,63000255
NAR,52000355
NAR,52000750
NAR,72000324
NAR,63000349
ITF,52000236
ITF,53000110
ITF,72000354
NAR,72000076
ITF,63000205
NAR,52000025
NAR,72000588
NAR,63000213
NAR,52000232
NAR,52000307
ITF,40000410
ITF,76000357
NAR,52000323
NAR,72001024
NAR,63000516
ITF,40000257
NAR,40000163
NAR,40000177
NAR,76000348
ITF,72000018
ITF,52000531
ITF,52000350
ITF,40000052
NAR,63000335
NAR,40000248
NAR,63000352
ITF,52000712
NAR,52000383
NAR,40000426
ITF,63000122
NAR,72000876
NAR,76000184
NAR,72000325
NAR,72000001
ITF,41000004
NAR,40000365
NAR,52000349
NAR,72000279
NAR,40000188
ITF,76000403
NAR,76000092
ITF,52000725
ITF,76000413
NAR,40000336
ITF,63000314
ITF,76000053
NAR,72000176
ITF,52000339
ITF,72000324
NAR,63000038
NAR,72000224
NAR,52000034
ITF,76000393
ITF,63000121
NAR,52000145
NAR,52000447
NAR,53000099
NAR,40000155
ITF,52000449
ITF,53000101
NAR,72000677
NAR,52000215
NAR,52000457
ITF,72000083
NAR,40000541
NAR,40000457
NAR,52000480
ITF,63000086
ITF,76000268
ITF,72000744
NAR,52000567
NAR,52000755
ITF,52000765
ITF,63000288
NAR,52000497
NAR,53000134
ITF,72000320
NAR,40000348
NAR,76000225
ITF,63000503
NAR,72000341
NAR,52000439
NAR,52000390
NAR,76000073
ITF,76000202
ITF,63000171
NAR,52000256
NAR,63000104
NAR,63000279
NAR,40000143
ITF,40000138
NAR,72000271
ITF,40000172
ITF,40000524
NAR,76000204
ITF,72000200
NAR,52000655
ITF,63000231
NAR,72001005
NAR,72001017
NAR,72000298
ITF,63000274
NAR,76000252
ITF,40000587
ITF,52000758
ITF,52000304
ITF,76000099
ITF,63000140
ITF,76000113
ITF,76000121
NAR,40000639
NAR,63000048
ITF,72000152
NAR,52000463
NAR,40000612
NAR,72000084
ITF,76000384
ITF,72000137
NAR,52000471
NAR,76000358
NAR,63000508
ITF,40000463
NAR,72000832
NAR,53000127
NAR,72000074
NAR,40000268
NAR,72001016
ITF,52000616
ITF,52000678
ITF,76000252
NAR,52000083
ITF,40000553
ITF,40000287
NAR,40000064
NAR,72000344
ITF,63000075
NAR,63000054
NAR,40000514
NAR,52000290
NAR,72000311
NAR,72000398
ITF,40000316
NAR,52000695
NAR,52000685
ITF,52000707
ITF,72000825
NAR,52000154
ITF,40000199
NAR,76000085
ITF,63000290
ITF,52000226
NAR,72000834
NAR,40000346
NAR,72000356
ITF,52000743
NAR,72000292
NAR,63000426
NAR,52000147
ITF,76000154
ITF,52000410
NAR,72000662
NAR,52000494
NAR,63000207
ITF,40000559
NAR,40000239
ITF,63000066
NAR,72000175
NAR,76000386
ITF,52000628
NAR,40000422
ITF,63000315
ITF,72000582
ITF,76000111
ITF,72000246
ITF,72000603
NAR,52000490
NAR,52000561
NAR,63000040
NAR,52000352
ITF,40000083
NAR,72000880
ITF,63000302
ITF,52000154
ITF,76000181
ITF,52000287
NAR,76000041
NAR,76000287
NAR,40000035
NAR,52000430
ITF,72000218
ITF,52000509
NAR,40000264
NAR,40000261
NAR,72000264
ITF,40000273
NAR,52000572
NAR,52000516
ITF,40000266
NAR,63000018
NAR,72000235
ITF,72000211
NAR,72000046
NAR,52000351
NAR,52000051
NAR,52000117
NAR,52000594
ITF,63000046
ITF,40000349
NAR,72000051
NAR,52000228
NAR,53000054
NAR,52000704
ITF,40000599
ITF,63000029
NAR,72000206
NAR,76000110
NAR,72000220
ITF,63000395
NAR,76000371
ITF,76000136
NAR,76000141
ITF,72000589
NAR,63000298
NAR,52000274
ITF,40000183
NAR,40000270
NAR,76000220
NAR,63000113
NAR,72000751
ITF,40000114
NAR,40000187
NAR,72000195
ITF,76000230
NAR,63000265
NAR,40000432
NAR,40000398
ITF,52000242
NAR,40000632
NAR,40000555
NAR,53000067
ITF,52000370
NAR,72001500
NAR,76000050
ITF,72000818
NAR,52000508
ITF,72000763
ITF,63000054
ITF,52000452
ITF,40000295
NAR,40000294
NAR,72000813
NAR,72000126
NAR,72000828
NAR,52000401
ITF,63000408
NAR,76000283
NAR,72000286
ITF,76000260
ITF,76000076
ITF,76000083
ITF,76000210
NAR,52000175
NAR,40000547
NAR,53000136
ITF,40000174
NAR,52000419
NAR,53000019
NAR,72000163
ITF,53000134
NAR,40000191
NAR,76000132
NAR,76000396
NAR,40000437
NAR,52000417
NAR,63000225
ITF,40000473
ITF,63000496
ITF,72000819
NAR,40000614
NAR,72000203
NAR,76000331
ITF,40000596
ITF,40000067
NAR,40000116
ITF,76000354
NAR,52000589
NAR,52000275
NAR,52000487
ITF,40000565
NAR,40000309
ITF,52000435
ITF,72000064
ITF,72000002
ITF,40000315
NAR,72000336
NAR,76000213
NAR,52000560
NAR,76000078
NAR,40000307
NAR,52000347
NAR,52000356
ITF,76000235
ITF,63000466
ITF,53000124
NAR,72000754
ITF,52000374
NAR,40000021
NAR,52000563
ITF,40000562
NAR,72000162
ITF,53000136
ITF,40000601
NAR,40000006
ITF,63000396
NAR,52000548
ITF,72000327
ITF,76000278
NAR,40000315
ITF,63000169
NAR,40000599
NAR,72000749
ITF,52000159
NAR,76000034
ITF,72000308
ITF,52000554
NAR,40000376
ITF,40000443
ITF,72000050
NAR,40000158
NAR,52000038
NAR,63000060
ITF,40000624
ITF,76000338
ITF,72000340
ITF,40000300
ITF,72000197
NAR,63000259
ITF,72000289
ITF,72000233
NAR,52000647
NAR,52000099
ITF,52000752
ITF,52000258
NAR,40000066
ITF,52000203
NAR,63000124
ITF,40000470
NAR,76000174
NAR,72000314
NAR,76000273
NAR,52000514
ITF,52000404
NAR,40000502
ITF,52000238
NAR,72000690
NAR,76000312
ITF,53000140
NAR,40000485
NAR,76000035
NAR,52000429
NAR,40000117
ITF,72000742
NAR,52000552
ITF,40000650
NAR,63000083
NAR,72000312
ITF,76000103
NAR,53000089
NAR,52000284
NAR,72000827
NAR,72000833
NAR,40000089
NAR,40000214
NAR,72000868
NAR,40000141
NAR,76000076
NAR,63000123
ITF,63000262
ITF,72000213
NAR,52000477
NAR,76000169
NAR,76000251
ITF,40000622
NAR,52000395
ITF,52000738
NAR,52000213
NAR,63000467
ITF,40000394
NAR,52000412
NAR,72000240
NAR,72000285
ITF,40000232
NAR,40000323
ITF,63000071
NAR,52000009
ITF,72000310
ITF,40000540
NAR,52000186
NAR,72000038
NAR,52000705
NAR,40000466
NAR,72000232
ITF,40000279
ITF,52000757
NAR,63000253
NAR,72000228
ITF,40000591
NAR,52000367
ITF,72000054
ITF,40000277
NAR,72000154
ITF,52000727
NAR,52000014
NAR,40000634
NAR,72000592
ITF,72000417
ITF,72000146
ITF,41000329
ITF,63000309
NAR,72001030
NAR,40000575
ITF,76000251
NAR,63000108
ITF,52000280
NAR,40000469
NAR,40000099
NAR,72000064
ITF,72000351
NAR,52000893
ITF,40000261
ITF,40000439
ITF,76000007
ITF,72001016
NAR,76000223
NAR,63000005
NAR,40000125
ITF,76000298
NAR,63000067
NAR,76000398
ITF,40000071
ITF,72000186
NAR,76000388
ITF,76000139
NAR,72000060
NAR,52000202
NAR,76000072
NAR,40000589
NAR,40000595
NAR,40000574
NAR,52000764
ITF,52000668
ITF,52000686
ITF,40000486
NAR,52000220
NAR,40000338
ITF,63000193
ITF,52000393
ITF,76000319
ITF,76000304
ITF,76000187
ITF,52000363
ITF,40000546
NAR,72000338
ITF,72000357
ITF,72000154
ITF,63000259
ITF,40000526
NAR,40000580
NAR,63000003
NAR,52000035
NAR,52000697
NAR,52000295
NAR,72000214
NAR,72000306
ITF,63000144
NAR,72000217
ITF,63000477
NAR,72000812
ITF,76000330
NAR,40000227
ITF,76000371
NAR,40000583
ITF,52000658
ITF,63000178
ITF,40000043
NAR,52000063
NAR,52000305
NAR,72000120
NAR,52000555
ITF,40000207
ITF,40000478
NAR,40000621
ITF,40000306
NAR,40000410
NAR,72000211
ITF,52000552
ITF,76000204
ITF,72000885
NAR,40000418
NAR,52000076
NAR,72000158
NAR,40000564
NAR,52000595
NAR,52000007
ITF,41000001
NAR,72000709
ITF,40000516
ITF,76000189
ITF,40000634
ITF,63000005
NAR,40000162
ITF,76000116
NAR,76000027
ITF,52000500
ITF,40000116
NAR,72000284
ITF,72000397
NAR,53000132
NAR,72000281
ITF,40000243
NAR,63000145
ITF,52000387
NAR,72000598
ITF,53000138
NAR,72000030
NAR,53000106
NAR,52000545
NAR,76000219
ITF,72000077
NAR,52000183
NAR,72000278
NAR,72000199
NAR,40000641
ITF,63000092
NAR,40000073
NAR,76000045
NAR,72000851
NAR,52000311
ITF,76000329
ITF,72000665
NAR,40000573
ITF,40000239
NAR,72000218
NAR,76000015
NAR,52000324
NAR,63000157
ITF,40000504
NAR,40000208
NAR,72000293
NAR,72000192
ITF,40000536
NAR,40000115
ITF,76000317
ITF,40000250
ITF,52000684
ITF,40000204
NAR,72000337
NAR,40000456
NAR,40000624
ITF,63000067
NAR,40000662
ITF,72000861
ITF,52000667
ITF,52000569
NAR,40000016
ITF,72000071
NAR,52000126
NAR,63000236
ITF,72000225
NAR,52000261
ITF,40000082
NAR,72000627
ITF,40000219
NAR,52000059
NAR,40000161
NAR,72000020
NAR,76000049
NAR,72000056
NAR,40000251
NAR,40000414
ITF,72000402
NAR,40000372
ITF,72000312
NAR,63000032
NAR,41000002
NAR,76000018
NAR,40000646
ITF,76000405
NAR,72000676
NAR,72001268
NAR,40000317
ITF,63000179
ITF,63000281
NAR,76000365
NAR,52000095
ITF,72000679
NAR,52000650
ITF,52000679
NAR,40000494
ITF,63000197
NAR,52000640
ITF,63000134
NAR,40000381
NAR,53000066
NAR,76000116
NAR,76000368
ITF,63000142
ITF,40000358
ITF,72000792
ITF,52000735
ITF,40000167
NAR,40000296
ITF,72000836
ITF,72000173
ITF,72000325
NAR,52000672
NAR,52000282
ITF,72000392
NAR,76000267
NAR,72000882
ITF,63000077
ITF,52000769
ITF,52000693
NAR,63000063
NAR,72001050
ITF,72000168
ITF,52000434
ITF,40000398
ITF,63000049
NAR,72000685
ITF,63000247
NAR,52000484
ITF,72000291
NAR,76000083
NAR,76000106
ITF,40000329
NAR,40000017
ITF,76000122
ITF,40000477
NAR,40000328
ITF,40000372
NAR,63000080
NAR,52000089
ITF,52000599
ITF,63000089
ITF,72001005
NAR,63000176
NAR,40000265
NAR,63000263
NAR,52000354
ITF,63000006
NAR,76000002
ITF,63000275
NAR,40000347
NAR,52000104
ITF,40000269
NAR,52000754
ITF,72000163
ITF,52000332
ITF,40000047
NAR,52000103
NAR,40000241
ITF,72000307
ITF,40000605
ITF,52000482
NAR,72000085
NAR,76000109
NAR,76000203
ITF,40000084
ITF,40000539
NAR,63000110
ITF,40000487
ITF,63000062
NAR,63000255
ITF,63000233
NAR,40000159
NAR,40000657
NAR,72000201
ITF,52000459
NAR,52000743
NAR,72000665
ITF,63000335
ITF,72000001
ITF,76000100
ITF,72000755
NAR,76000399
ITF,76000352
ITF,40000492
ITF,63000313
ITF,63000276
NAR,53000086
NAR,52000010
NAR,52000197
NAR,52000188
NAR,52000385
ITF,63000342
ITF,76000228
NAR,40000416
ITF,40000124
ITF,52000550
NAR,40000259
NAR,72000103
NAR,40000339
NAR,63000056
ITF,63000211
ITF,72000812
NAR,72000004
ITF,63000441
NAR,40000383
NAR,40000080
NAR,40000663
NAR,52000433
ITF,76000061
NAR,63000020
ITF,40000105
NAR,72000319
NAR,76000094
NAR,52000558
NAR,52000631
ITF,72000778
ITF,52000694
NAR,40000299
NAR,63000191
ITF,63000135
NAR,40000096
ITF,72000222
NAR,72000291
ITF,40000547
ITF,63000294
ITF,63000110
NAR,76000107
NAR,52000370
ITF,53000123
ITF,72001029
NAR,40000425
NAR,76000040
NAR,72000318
ITF,40000482
NAR,52000491
ITF,63000353
NAR,52000422
NAR,40000079
NAR,52000691
NAR,52000428
NAR,40000539
NAR,72001002
NAR,63000139
NAR,40000454
NAR,40000558
NAR,40000584
ITF,40000055
NAR,40000106
ITF,72000180
NAR,63000324
ITF,76000407
NAR,40000105
NAR,76000403
NAR,52000006
ITF,76000070
NAR,72000744
ITF,76000149
ITF,53000121
ITF,63000301
ITF,63000030
NAR,63000237
NAR,40000320
NAR,40000154
NAR,40000340
NAR,40000613
ITF,72000394
NAR,40000505
NAR,72000256
NAR,76000286
ITF,40000537
NAR,63000045
NAR,63000188
ITF,40000284
NAR,40000520
ITF,53000097
NAR,72000231
NAR,52000346
NAR,72000145
NAR,76000059
ITF,63000010
NAR,52000694
NAR,76000181
NAR,72000107
NAR,52000381
ITF,52000499
NAR,52000688
ITF,72000687
ITF,52000648
ITF,52000585
NAR,40000499
NAR,52000397
NAR,40000288
ITF,76000006
NAR,63000301
ITF,76000066
ITF,53000132
NAR,63000102
NAR,52000741
NAR,52000518
ITF,63000216
ITF,72000035
ITF,76000374
NAR,52000096
NAR,72000863
ITF,72000586
NAR,72000171
NAR,40000530
NAR,76000113
ITF,52000702
NAR,52000152
NAR,40000531
NAR,40000256
ITF,72000066
NAR,40000173
NAR,52000600
NAR,53000137
ITF,52000377
NAR,63000118
ITF,40000522
NAR,52000626
NAR,40000229
NAR,52000629
ITF,52000475
ITF,63000137
NAR,52000198
NAR,72000759
ITF,40000429
NAR,72000109
ITF,52000088
ITF,63000111
NAR,63000037
NAR,72000243
NAR,72000275
NAR,72000414
ITF,52000075
ITF,76000223
NAR,76000211
ITF,72000348
NAR,40000313
NAR,63000078
ITF,72000259
NAR,63000130
NAR,40000111
NAR,52000141
NAR,76000067
NAR,72000168
ITF,52000314
ITF,40000415
ITF,76000112
NAR,63000024
ITF,63000059
NAR,72000853
ITF,63000257
NAR,40000380
NAR,52000692
NAR,72000105
NAR,40000075
ITF,40000180
ITF,40000488
ITF,52000615
NAR,76000117
NAR,72000262
ITF,63000155
NAR,63000278
NAR,40000207
NAR,76000315
ITF,52000156
ITF,63000389
ITF,72000208
NAR,72000342
NAR,40000549
NAR,63000319
NAR,53000139
ITF,72000190
NAR,52000060
NAR,72000407
NAR,40000392
NAR,40000029
ITF,63000166
NAR,76000352
ITF,52000366
NAR,76000330
NAR,52000715
NAR,52000005
ITF,52000474
NAR,72000180
ITF,63000236
NAR,40000109
NAR,52000758
NAR,72000173
NAR,63000271
NAR,40000559
ITF,40000323
NAR,63000459
NAR,52000402
NAR,52000559
ITF,40000235
NAR,72000355
ITF,52000749
NAR,52000644
NAR,72000346
NAR,52000300
ITF,40000092
NAR,72000315
NAR,40000183
NAR,52000448
ITF,52000586
NAR,52000068
NAR,40000249
ITF,72000625
NAR,52000452
NAR,76000001
NAR,40000629
ITF,52000385
NAR,52000382
ITF,52000092
NAR,63000017
ITF,52000002
NAR,76000104
NAR,40000576
ITF,76000069
NAR,52000191
ITF,72000838
ITF,40000664
NAR,52000675
NAR,76000112
ITF,72000223
ITF,76000271
NAR,52000664
ITF,52000710
NAR,40000664
NAR,52000411
ITF,40000332
ITF,52000564
NAR,52000409
ITF,40000301
ITF,53000092
NAR,63000075
ITF,63000105
NAR,63000273
ITF,63000330
NAR,52000456
ITF,72000828
NAR,72000239
ITF,52000613
ITF,63000032
NAR,76000401
NAR,72000857
NAR,52000336
ITF,63000449
NAR,76000046
NAR,72000040
NAR,72000353
ITF,52000451
NAR,72000808
NAR,63000226
NAR,52000649
NAR,40000367
NAR,52000549
ITF,40000495
ITF,52000630
ITF,72000253
NAR,72000039
NAR,40000230
ITF,40000191
ITF,63000170
ITF,40000289
ITF,52000636
ITF,52000656
NAR,40000491
NAR,40000473
NAR,72000855
NAR,72000125
ITF,40000065
ITF,63000298
ITF,52000325
ITF,72000317
NAR,40000401
NAR,72000070
NAR,40000465
ITF,40000460
ITF,72000080
NAR,40000403
NAR,72000134
ITF,40000149
ITF,40000285
ITF,72000710
NAR,40000151
ITF,40000374
NAR,72000590
ITF,63000325
ITF,40000595
NAR,76000150
NAR,40000362
ITF,63000254
NAR,52000119
NAR,76000084
NAR,63000243
ITF,72000217
NAR,72000200
ITF,76000119
ITF,76000178
ITF,63000310
NAR,40000444
ITF,63000227
NAR,63000222
ITF,63000221
ITF,72000100
NAR,76000313
ITF,52000008
ITF,52000507
ITF,52000594
ITF,72000049
NAR,72001038
NAR,76000028
ITF,40000531
NAR,76000074
NAR,72000688
NAR,72000605
ITF,52000433
NAR,72000265
NAR,52000541
NAR,52000742
NAR,52000562
NAR,52000485
ITF,52000006
NAR,76000341
ITF,72000068
NAR,72000148
NAR,52000458
ITF,40000580
NAR,52000702
NAR,63000256
ITF,52000164
NAR,40000633
NAR,63000163
NAR,63000257
ITF,76000017
NAR,72000157
ITF,52000311
ITF,40000520
NAR,40000566
ITF,72000084
ITF,52000440
ITF,76000211
ITF,52000443
ITF,40000480
NAR,52000606
NAR,40000388
ITF,72000046
NAR,76000385
NAR,72000179
NAR,52000470
ITF,63000130
NAR,40000591
ITF,76000337
ITF,76000064
ITF,53000122
ITF,63000470
ITF,63000156
ITF,72000155
NAR,40000310
NAR,52000699
NAR,52000230
ITF,63000263
NAR,72001008
NAR,40000067
ITF,52000442
ITF,72000202
ITF,76000412
NAR,52000571
NAR,52000074
NAR,76000263
NAR,40000253
ITF,63000368
ITF,40000093
NAR,52000706
ITF,52000461
ITF,40000396
ITF,63000161
NAR,63000129
NAR,63000318
NAR,52000662
ITF,76000015
NAR,52000407
ITF,63000151
ITF,40000221
ITF,72000088
ITF,76000201
NAR,52000512
ITF,72000040
NAR,52000496
NAR,72000755
NAR,72000845
ITF,76000360
NAR,76000271
ITF,72000150
ITF,40000074
NAR,40000255
NAR,40000146
NAR,72000050
NAR,72000137
ITF,76000065
ITF,63000113
NAR,76000081
NAR,76000156
NAR,40000218
ITF,40000148
ITF,52000681
NAR,40000504
ITF,53000128
ITF,72000757
ITF,63000305
ITF,40000182
ITF,76000109
ITF,40000641
ITF,72000105
ITF,72000041
NAR,63000362
ITF,72001038
NAR,52000746
ITF,52000544
NAR,40000433
NAR,52000286
ITF,63000141
ITF,76000152
NAR,40000077
ITF,40000039
ITF,40000336
ITF,72000212
ITF,72000668
NAR,72000830
ITF,72000229
ITF,76000127
ITF,76000005
ITF,53000085
NAR,40000506
NAR,40000186
NAR,52000565
ITF,40000652
NAR,72000131
ITF,40000272
NAR,72000072
ITF,72000175
NAR,40000039
NAR,72000858
NAR,40000132
NAR,63000094
NAR,52000071
NAR,72000058
NAR,76000256
NAR,72000013
ITF,72000092
ITF,72000036
ITF,52000580
NAR,53000081
ITF,63000484
NAR,52000019
NAR,76000077
NAR,63000057
NAR,40000623
NAR,63000232
ITF,76000325
NAR,40000287
ITF,72000358
NAR,72000216
NAR,72000274
ITF,40000238
NAR,53000069
NAR,72001029
NAR,76000167
NAR,72001045
NAR,52000577
NAR,72000166
NAR,40000453
ITF,72000205
NAR,72000068
ITF,63000007
NAR,76000366
NAR,40000653
NAR,52000619
NAR,72000128
NAR,63000248
ITF,72000790
NAR,41000118
NAR,40000324
ITF,52000538
NAR,72000136
ITF,76000062
NAR,52000389
NAR,40000540
NAR,52000479
NAR,52000399
NAR,72000083
NAR,76000400
NAR,63000025
ITF,72000215
ITF,52000403
ITF,72000829
ITF,52000598
NAR,72000411
ITF,63000031
NAR,72000671
NAR,40000467
NAR,52000613
ITF,72000873
ITF,72000034
NAR,76000387
NAR,72000764
ITF,52000744
ITF,40000380
NAR,63000001
ITF,72000588
ITF,52000458
NAR,72000333
ITF,40000658
ITF,76000074
ITF,76000286
ITF,63000365
NAR,40000594
NAR,76000336
ITF,40000318
NAR,63000091
ITF,63000034
ITF,40000581
NAR,52000090
ITF,52000473
ITF,52000416
NAR,52000233
NAR,52000342
NAR,63000296
NAR,40000319
NAR,63000209
NAR,72000824
NAR,40000190
ITF,40000354
ITF,72000580
NAR,52000207
ITF,52000106
ITF,52000269
NAR,52000501
NAR,52000173
ITF,52000484
ITF,63000219
ITF,72000867
NAR,40000252
NAR,52000453
NAR,63000143
NAR,52000017
ITF,52000696
NAR,52000040
ITF,52000415
NAR,72000263
NAR,63000221
ITF,52000642
ITF,63000063
ITF,52000297
NAR,52000325
ITF,40000228
ITF,63000132
NAR,52000340
NAR,72000261
NAR,76000353
ITF,72000336
ITF,40000159
NAR,76000086
ITF,72000118
ITF,40000570
NAR,63000269
ITF,53000053
NAR,40000144
NAR,72000079
NAR,72000254
ITF,40000153
NAR,52000622
ITF,53000090
ITF,63000248
ITF,52000739
NAR,76000007
NAR,72000121
ITF,52000620
NAR,76000177
ITF,63000042
NAR,52000400
ITF,76000309
ITF,72001053
ITF,52000480
ITF,72001017
ITF,52000138
NAR,76000402
ITF,52000497
ITF,40000573
ITF,40000390
ITF,72000044
ITF,72000629
NAR,72000745
NAR,63000167
ITF,40000292
ITF,63000127
ITF,40000523
NAR,40000377
NAR,72000031
ITF,76000406
NAR,40000147
NAR,72000791
NAR,52000625
ITF,40000193
ITF,40000564
NAR,63000092
ITF,40000073
NAR,40000331
ITF,63000414
ITF,72000074
NAR,40000581
NAR,63000515
ITF,40000186
ITF,52000235
ITF,72000115
ITF,63000120
NAR,63000220
ITF,72000265
NAR,63000149
NAR,72000389
NAR,52000653
ITF,40000314
ITF,72000129
ITF,63000418
ITF,72000250
NAR,52000314
ITF,40000077
ITF,72000099
ITF,52000583
NAR,72000141
NAR,63000413
ITF,40000119
ITF,63000040
ITF,40000509
NAR,52000361
NAR,40000293
NAR,72001026
ITF,52000700
ITF,72000172
NAR,63000194
NAR,40000631
NAR,52000592
ITF,40000294
ITF,40000621
ITF,40000040
ITF,40000282
NAR,52000214
ITF,72000377
ITF,63000400
NAR,52000185
NAR,52000316
ITF,52000302
NAR,76000260
ITF,76000414
NAR,63000105
NAR,76000070
NAR,76000154
ITF,76000233
ITF,72000342
NAR,52000081
NAR,52000222
ITF,76000303
ITF,72000051
NAR,72001004
NAR,52000434
ITF,52000530
ITF,76000284
ITF,63000157
ITF,40000267
NAR,52000745
ITF,52000747
ITF,53000137
ITF,63000035
ITF,40000214
ITF,72000278
NAR,52000449
ITF,52000536
ITF,40000029
NAR,52000654
NAR,52000564
NAR,63000042
NAR,40000655
NAR,52000310
ITF,76000050
NAR,63000189
ITF,63000507
NAR,72000778
NAR,72000244
ITF,76000162
NAR,63000206
ITF,52000621
ITF,63000495
ITF,72000109
ITF,40000637
ITF,76000315
NAR,76000218
NAR,72000067
NAR,72000237
ITF,40000274
ITF,72000581
NAR,40000250
NAR,52000415
NAR,53000103
ITF,53000130
NAR,72000280
ITF,52000661
ITF,63000410
NAR,63000028
NAR,40000650
NAR,52000372
NAR,63000023
ITF,40000225
NAR,52000405
NAR,72000392
NAR,40000228
NAR,52000020
NAR,53000120
NAR,63000125
NAR,52000124
NAR,40000652
ITF,76000075
NAR,40000267
ITF,76000040
NAR,40000100
ITF,40000454
NAR,72000864
ITF,40000268
ITF,40000405
NAR,52000182
NAR,40000202
ITF,40000264
NAR,63000342
ITF,52000303
ITF,72000329
ITF,76000262
ITF,63000291
NAR,52000590
ITF,72000590
ITF,76000372
ITF,72000116
NAR,52000236
ITF,72000583
NAR,76000198
ITF,63000224
ITF,72000851
NAR,52000603
NAR,52000718
NAR,76000095
ITF,72000058
ITF,40000508
NAR,72000655
ITF,40000535
ITF,72000214
NAR,52000304
ITF,72000032
NAR,76000390
NAR,52000338
NAR,72001049
NAR,52000344
ITF,52000718
ITF,63000369
ITF,40000659
NAR,52000092
NAR,52000157
NAR,76000350
NAR,76000228
ITF,40000044
NAR,72000412
ITF,72000166
NAR,72000096
ITF,72000391
NAR,40000611
NAR,52000523
ITF,76000078
ITF,72000671
ITF,40000106
ITF,76000256
NAR,52000018
NAR,76000382
NAR,40000593
NAR,52000739
NAR,40000352
NAR,76000244
ITF,52000534
ITF,40000185
ITF,72000079
NAR,72000049
ITF,40000387
NAR,52000635
ITF,72000874
NAR,76000006
ITF,40000088
ITF,76000042
ITF,40000465
NAR,72000110
ITF,40000005
NAR,63000066
ITF,52000041
ITF,40000112
NAR,76000241
NAR,40000032
ITF,72000057
ITF,72000238
NAR,63000171
ITF,72000053
NAR,76000089
NAR,76000237
NAR,72000313
NAR,40000246
ITF,72000103
ITF,40000206
NAR,52000593
ITF,72000281
NAR,40000011
ITF,52000515
ITF,76000206
NAR,63000289
NAR,76000349
ITF,40000343
ITF,72000297
NAR,63000107
ITF,72000121
NAR,40000378
ITF,52000520
ITF,63000125
ITF,40000129
NAR,52000423
NAR,52000384
NAR,52000658
NAR,40000661
NAR,52000546
ITF,40000009
NAR,52000116
NAR,40000135
NAR,72000840
NAR,72000332
ITF,63000271
ITF,76000021
ITF,63000026
NAR,40000374
NAR,72000809
ITF,72000875
NAR,63000277
NAR,76000054
ITF,76000248
ITF,52000526
ITF,53000127
ITF,40000503
NAR,40000145
ITF,72000201
NAR,40000480
NAR,52000580
ITF,76000174
ITF,63000528
NAR,40000608
ITF,53000003
NAR,52000294
NAR,40000515
ITF,76000212
ITF,63000014
ITF,76000059
ITF,72000062
ITF,63000272
ITF,52000650
NAR,63000274
ITF,76000096
ITF,63000175
NAR,72000765
NAR,53000098
ITF,40000025
NAR,72000063
NAR,63000292
NAR,52000440
ITF,72000760
NAR,40000394
ITF,52000524
ITF,63000370
NAR,52000194
ITF,63000190
ITF,40000069
ITF,76000054
ITF,63000149
ITF,40000135
NAR,63000106
NAR,72000814
NAR,63000258
ITF,52000254
ITF,76000288
NAR,52000227
NAR,40000488
NAR,72000071
NAR,40000280
ITF,63000225
NAR,40000462
ITF,52000426
NAR,76000127
ITF,52000502
ITF,76000068
ITF,76000364
ITF,52000395
ITF,40000384
ITF,52000076
ITF,40000179
NAR,76000162
NAR,72000790
ITF,63000162
ITF,76000022
ITF,63000090
ITF,40000663
NAR,40000314
ITF,72000666
ITF,76000221
ITF,76000179
NAR,72000829
NAR,72000160
ITF,52000436
ITF,40000619
NAR,52000184
NAR,40000452
ITF,52000631
NAR,72000205
ITF,76000244
NAR,76000033
ITF,76000326
NAR,52000321
NAR,52000763
ITF,52000618
NAR,72000736
NAR,76000080
ITF,40000241
NAR,72000300
ITF,63000268
ITF,52000247
ITF,40000377
ITF,40000076
NAR,72000391
NAR,52000461
ITF,72000834
ITF,72000111
NAR,52000255
ITF,63000109
ITF,72000676
ITF,72000835
ITF,52000284
NAR,63000418
NAR,52000421
ITF,72000140
NAR,52000588
ITF,72000594
ITF,72000683
ITF,40000588
NAR,72000101
ITF,76000079
ITF,63000037
NAR,52000326
NAR,72000628
NAR,76000063
NAR,52000424
NAR,76000413
ITF,76000389
NAR,40000618
NAR,52000363
NAR,72000706
